	id	sentence1	sentence2	similarity
897	17d7cc03612e87755bc8b7703	A woman is doing a joker make up on a man.	The girl applied face makeup to a man.	1.8
5704	1c3f78ea655e6bf9bf6391a24	Taiwan coast guard launches new ships as South China Sea tensions rise	Chinese military reaches out amid South China Sea tensions	2.0
3049	a4a2b8a3bcac3379320238bfc	"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom."	"""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said."	3.0
416	3f33ec9a088d92efb5dfbddf2	A person is peeling a potato.	A cat is licking a small bottle.	0.0
2919	27b649cdc3bd975e3d569516a	He was listed last night in critical but stable condition at Kings County Hospital Center, police said.	That victim, a New Jersey resident, was in critical but stable condition at the hospital.	3.25
3544	bc222e5c6f35763498b824bb3	government spokesman maseko stated that if administrative papers are in order the government of south africa cannot intervene to prevent weapons from being transported through its territory to a neighboring landlocked country. 	spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.	2.8
2567	653f351ead54e66f44f50d204	The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04.	The Nasdaq Composite index, full of technology stocks, was lately up around 18 points.	2.2
2669	a425a49569534babf386a2fce	American Masters: Arthur Miller, Elia Kazan and the Blacklist: None Without Sin (Wed.	"Note the subheading of this terrible parable in the ""American Masters"" series, ""Arthur Miller, Elia Kazan and the Blacklist: None Without Sin."""	3.0
5402	9ef2444e774e5b640e71220e0	Yolanda death toll climbs to 3,621	Kenya Red Cross says death toll rises to 68	0.4
4286	299789f0509ba3ef1d808b166	Syrian forces move to retake Aleppo	Syrian Regime Bids To Retake City Of Aleppo	4.4
2585	0517f177d5dfdf59f461d8e0e	"""Three Weeks in October"" goes on sale Monday, nearly a year after the Washington, D.C.-area sniper shootings started."	Moose's book goes on sale Monday, nearly a year after the sniper shootings started in the Washington area.	3.25
8105	ac9673ac6be08f5567b78d6f7	Microwave would be your best bet.	Your best bet is research.	0.0
5723	eadf9cb8eaae282352e0fc72f	China's generous 1MDB bid seen reaping it big returns in Malaysia	China keeps an eye on visiting tiger freed by Russian President	0.0
7449	7770ac29a127d2046e58d1518	The woman is slicing tofu.	The woman is putting on lipstick.	0.4
3480	e040c99df3a15cea6c43368aa	general nikolai n. urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency. 	general nikolai n. urakov is the longtime director of the the state scientific center of applied microbiology.	2.4
2712	8c79eea6b20e1202fca9bacc8	Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .	Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.	4.0
7424	3ec3041ac990c7cf135d9bb07	A man is kicking a soccer ball.	A man is performing tricks with a soccer ball.	2.6
8165	13983545795da6f3a6a8a0270	"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators""."	"""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday."	3.4
1902	ec99ce79336e385dcc7580176	A woman holding a newspaper.	A man rollerblading on a metal bar.	0.0
3930	8db4378a53db9cd05509d4c26	Thousands more Syrian refugees flee to Turkey overnight	8,000 Syrian refugees flee to Turkey overnight	3.8
702	718ae9559fcefb054890c3458	A man is playing a flute.	A woman is applying eye liner.	0.0
4786	e81277212bbace25cd8290105	North Korean cargo reveals missile repair trade with Cuba	N Korean ship carrying Cuba missiles seized	2.8
3199	26aca6e3837056f879653fb89	Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.	Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales.	1.4
4618	6fd6be1b31fa44c65b63a3cdc	Hushen 300 Index closes higher -- Oct. 14	Hushen 300 Index closes lower -- March 12	2.0
3399	9605c614f0f2b3eb7d1d12205	The district also sent letters yesterday informing parents of the situation.	Parents received letters informing them of the possible contamination yesterday.	3.0
6658	34e18c460dfaa2c50915d66ec	Your brain is already beginning to wind down as you see the end in sight.	I'm writing here a few tips that can help you with motivation.	0.4
8391	ac4d4d895d0ae868bbc882bcd	Tehran: EU sanctions won't force Iran into nuclear talks	Low expectations for Iran nuclear talks	1.8
2685	5faf8278b3563b730a8251a22	The broader Standard & Poor's 500 Index .SPX advanced 2 points, or 0.24 percent, to 977.	The Nasdaq Composite Index .IXIC was off 6.52 points, or 0.39 percent, at 1,645.66.	0.8
8533	1bf0b765c915011e3a45f5b53	Twelve killed in bomb blast on Pakistani train	Gunmen kill nine in southwest Pakistan: Police	2.0
6360	36b9e2215efdd2de587092b9e	A man walks his dog on the beach.	A man with his dog on the beach.	4.4
286	b083a7d2a2ccbab941e4f8dba	A woman is slicing butter.	A woman slices tofu.	1.8
1630	b860efcf6884dc8d08c22598d	Three people racing on ice skates.	Three ice skaters round a corner.	3.2
5455	f3f0798edd0073ed39efd1fe5	Philip leaves hospital after 11 days	Mandela leaves hospital after 10 days	1.8
503	632fdd25065e7edeffdd015c6	A man is playing the guitar.	A man is playing the flute.	2.2
682	c1b62fbf437c093b32cc8b142	A man is dancing on the road.	A man is dancing.	3.25
8266	4c142990c0697c7a7311954f8	He was tracked to Atlanta where he was arrested on Tuesday night.	He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off.	2.5
1410	9a5c2aa32427d292946cf0670	An orange kitten lay on a leather couch.	Young couple sitting on a black couch.	0.8
4411	0a1a3028d1e899b73917c1214	French parliament backs reform of law on prostitution	Russian parliament to consider ban on U.S. adoptions	0.8
4472	c1e86791e91d4d540671e607d	Boy Scouts delay decision on admitting gays	Boy Scouts of America delays vote on lifting ban on gays	5.0
2293	7a6779ce66ae0cdff310f18bd	It's definitely NOT what it used to be.	voted Voted It's definitely NOT what it used to be.	4.0
191	585ffbb613ea73a2d23356afc	A woman is doing weight exercises.	A woman is doing her hair.	0.5
3851	5241591ed3238d0e1147b3bbc	'Iran will attack Tel Aviv if Israel strikes'	Senior cleric: Iran will attack Tel Aviv if Israel strikes	4.4
3030	ae971e2708a47b1e2bd7d73b1	The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao.	The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF.	4.25
6104	6d832e0a87306b04885cc6f36	Boy lying on couch with small white dog.	A small boy laying on a sofa with a dog.	4.0
590	56eae4a5777257e5406ffec05	A girl is styling her hair.	A girl is filing her nails.	1.25
3925	cf184f396669024d458b44f44	Two Kenyan ministers among 6 killed in plane crash	Poland honors president killed in 2010 plane crash	0.8
3600	0b8207cb827770f68f47c3108	the chinese government gave active cooperation and assistance to the organization for the prohibition of chemical weapons inspections. 	the ecuadorian foreign ministry said in a statement that delegates from the organization for the prohibition of chemical weapons (opaq) will also take part in the meeting.	1.0
93	dbe21a66def6a5c8ac5aae3ca	A man is fishing.	A man is exercising.	0.5
5643	c7dfa36710361010c9ae88c38	Malaysia Airlines plane crashes on Ukraine-Russia border - live	US: Russia Massing Troops on Ukraine Border	0.0
2930	c3bd05a9206a31e16562ee535	Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects, the official said.	They include two Kuwaitis and six Palestinians with Jordanian passports, and the remainder are Iraqis and Saudis, the official said.	3.0
6464	e92cff761e51247d39a9667eb	Yes, your sentence will be clearer if you write the actual word instead of the slash.	Most style guides recommend against using the slash in phrases like “X and/or Y”, as well as  “this is hard/impossible to do”.	3.4
5987	a0ddb1cf663a4d308f31d83a0	A man plays the guitar and sings.	A man is singing and playing a guitar.	5.0
8425	e6f5a5887ce64b0c27a34fada	Some Syria violence amounts to civil war-Red Cross	Some Syria violence qualifies as civil war -Red Cross	4.4
4772	77a6f30b7c1a610e4143888f2	Austrian found hoarding 56 stolen skulls in home museum	Austrian man charged after 56 human skulls are found at his home	4.4
4609	da39138289bd9371a55af8828	Suicide bomber kills 13 in Russia's south	Suicide bomber kills 16 in Russia’s Volgograd	1.8
